s2,s3,s10,s8,s12,s15,s19,s17,s18,s21,s5,s7,s20,s4,s16,s13,s9,s11,s14,s1,s6
0.88603352,1,0.83575419,0.74301676,0.726256983,0.837988827,0.932960894,0.74301676,0.469273743,0.491620112,0.245810056,0.290502793,0.519553073,0.223463687,0.106145251,0.117318436,0.046368715,0.022346369,0.016759777,0.05,0
1,0.884745763,0.925423729,0.703389831,0.822033898,0.68220339,0.851694915,0.38559322,0.38559322,0.292372881,0.423728814,0.203389831,0.169491525,0.105932203,0.381355932,0.186440678,0,0.088983051,0.072033898,0.01,0
1,1,0.806360424,0.756183746,0.696113074,0.830388693,0.823321555,0.706713781,0.441696113,0.558303887,0.279151943,0.173144876,0.173144876,0.254416961,0.431095406,0.16254417,0,0.060070671,0.106007067,0.02,0
1,1,1,0.802197802,0.714285714,0.681318681,0.752747253,0.450549451,0.494505495,0.236263736,0.543956044,0.285714286,0.505494505,0.247252747,0.252747253,0.148351648,0,0.021978022,0.016483516,0.08,0
1,0.491358025,1,0.49382716,0.74691358,0.530864198,0.697530864,0.296296296,0.537037037,0.191358025,0.209876543,0.277777778,0.154320988,0.12962963,0.617283951,0.407407407,0.033333333,0.080246914,0.191358025,0,0
1,1,0.942307692,0.588461538,0.715384615,0.826923077,0.807692308,0.657692308,0.615384615,0.411538462,0.284615385,0.203846154,0.303846154,0.219230769,0.457692308,0.192307692,0.15,0.080769231,0.146153846,0.08,0
0.620858896,1,1,0.644171779,0.386503067,0.748466258,0.72392638,0.662576687,0.668711656,0.190184049,0.503067485,0.306748466,0.496932515,0.153374233,0.055214724,0.312883436,0.160122699,0.085889571,0,0.06,0
1,0.472661871,1,0.647482014,0.568345324,0.73381295,0.841726619,0.798561151,0.417266187,0.539568345,0.330935252,0.323741007,0.230215827,0.208633094,0.158273381,0.237410072,0.217985612,0.028776978,0.014388489,0.02,0
0.977092511,1,0.977092511,0.863436123,0.682819383,0.801762115,0.876651982,0.612334802,0.466960352,0.370044053,0.511013216,0.264317181,0.444933921,0.374449339,0.070484581,0.105726872,0.06123348,0.008810573,0,0.05,0
1,1,0.713868613,0.777372263,0.759124088,0.890510949,0.726277372,0.54379562,0.394160584,0.47080292,0.248175182,0.215328467,0.386861314,0.332116788,0.211678832,0.208029197,0.028467153,0.018248175,0.080291971,0.02,0
1,0.828571429,1,0.707142857,0.878571429,0.857142857,0.8,0.735714286,0.464285714,0.492857143,0.3,0.314285714,0.378571429,0.135714286,0.257142857,0.064285714,0,0.007142857,0.071428571,0.02,0
0.9390625,0.6359375,0.9625,0.6640625,0.6484375,0.6953125,0.8671875,0.578125,0.453125,0.3984375,0.3046875,0.3515625,0.3359375,0.2578125,0.109375,0.2890625,0.0203125,0.0703125,0.03125,0.09,0
0.922222222,1,0.866666667,0.794444444,0.611111111,0.711111111,0.8,0.588888889,0.394444444,0.372222222,0.466666667,0.366666667,0.294444444,0.261111111,0.083333333,0.227777778,0,0.038888889,0,0.07,0
0.991954023,1,0.825287356,0.867816092,0.683908046,0.959770115,0.724137931,0.787356322,0.327586207,0.729885057,0.224137931,0.281609195,0.287356322,0.298850575,0.034482759,0.224137931,0.154022989,0.022988506,0,0.08,0
1,0.8,1,0.721649485,0.75257732,0.726804124,0.891752577,0.670103093,0.422680412,0.391752577,0.288659794,0.298969072,0.31443299,0.195876289,0.350515464,0.159793814,0,0.005154639,0.118556701,0.06,0
1,0.796503497,0.952447552,0.881118881,0.671328671,0.825174825,0.818181818,0.783216783,0.286713287,0.559440559,0.405594406,0.272727273,0.13986014,0.27972028,0.076923077,0.265734266,0,0,0,0.07,0
0.990425532,0.970212766,0.825531915,0.686170213,0.776595745,0.930851064,0.718085106,0.585106383,0.39893617,0.446808511,0.324468085,0.329787234,0.457446809,0.308510638,0.132978723,0.180851064,0.056382979,0.04787234,0.111702128,0.05,0
1,0.957534247,1,0.664383562,0.705479452,0.636986301,0.746575342,0.479452055,0.383561644,0.273972603,0.342465753,0.45890411,0.45890411,0.109589041,0.321917808,0.260273973,0,0.089041096,0.01369863,0.06,0
1,0.633333333,0.816666667,0.710784314,0.642156863,0.509803922,0.794117647,0.450980392,0.25,0.392156863,0.294117647,0.303921569,0.049019608,0.245098039,0.450980392,0.455882353,0,0.117647059,0.088235294,0.04,0
0.785281385,1,0.780952381,0.80952381,0.601731602,0.822510823,0.701298701,0.662337662,0.562770563,0.406926407,0.515151515,0.225108225,0.489177489,0.411255411,0.16017316,0.229437229,0.314718615,0.025974026,0.004329004,0.03,0
1,1,0.902057613,0.83127572,0.720164609,0.851851852,0.720164609,0.633744856,0.510288066,0.329218107,0.407407407,0.234567901,0.46090535,0.279835391,0.135802469,0.205761317,0.103292181,0.012345679,0.016460905,0.02,0
1,0.925668449,1,0.77540107,0.684491979,0.689839572,0.839572193,0.49197861,0.50802139,0.197860963,0.385026738,0.251336898,0.465240642,0.171122995,0.342245989,0.176470588,0.05828877,0.005347594,0.096256684,0.1,0
0.855598456,1,0.743629344,0.702702703,0.583011583,0.818532819,0.749034749,0.579150579,0.332046332,0.467181467,0.405405405,0.374517375,0.243243243,0.239382239,0.196911197,0.277992278,0.082239382,0.077220077,0.057915058,0.02,0
0.96133829,1,0.704832714,0.788104089,0.609665428,0.855018587,0.661710037,0.628252788,0.356877323,0.598513011,0.513011152,0.349442379,0.275092937,0.472118959,0.096654275,0.271375465,0,0.029739777,0.007434944,0.02,0
0.87029703,1,0.632673267,0.806930693,0.628712871,0.896039604,0.752475248,0.663366337,0.524752475,0.420792079,0.391089109,0.108910891,0.262376238,0.326732673,0.207920792,0.04950495,0.343564356,0.02970297,0.059405941,0.03,0
1,0.55477707,0.998726115,0.668789809,0.592356688,0.872611465,0.834394904,0.643312102,0.426751592,0.515923567,0.343949045,0.146496815,0.063694268,0.070063694,0.318471338,0.203821656,0.19044586,0.031847134,0.165605096,0.04,0
1,0.641463415,1,0.798780488,0.743902439,0.707317073,0.774390244,0.670731707,0.182926829,0.5,0.329268293,0.329268293,0.146341463,0.18902439,0.243902439,0.164634146,0,0.073170732,0.018292683,0.03,0
1,0.910294118,0.940441176,0.628676471,0.753676471,0.661764706,0.724264706,0.529411765,0.397058824,0.382352941,0.246323529,0.305147059,0.363970588,0.224264706,0.323529412,0.3125,0.008823529,0.084558824,0.040441176,0.03,0
1,0.560115607,0.995375723,0.664739884,0.815028902,0.566473988,0.809248555,0.531791908,0.329479769,0.36416185,0.265895954,0.271676301,0.161849711,0.104046243,0.514450867,0.231213873,0,0.040462428,0.121387283,0.06,0
1,1,1,0.650485437,0.766990291,0.72815534,0.854368932,0.563106796,0.514563107,0.27184466,0.281553398,0.184466019,0.388349515,0.111650485,0.36407767,0.169902913,0,0.048543689,0.058252427,0.02,0
0.980645161,1,0.797849462,0.845878136,0.58781362,0.849462366,0.849462366,0.684587814,0.519713262,0.462365591,0.483870968,0.250896057,0.372759857,0.326164875,0.172043011,0.172043011,0.155197133,0.025089606,0.003584229,0.03,0
1,1,0.625806452,0.686635945,0.6359447,0.778801843,0.66359447,0.32718894,0.470046083,0.235023041,0.410138249,0.271889401,0.414746544,0.313364055,0.225806452,0.253456221,0,0.082949309,0.087557604,0.1,0
1,0.83125,1,0.53125,0.763888889,0.663194444,0.84375,0.53125,0.569444444,0.239583333,0.253472222,0.215277778,0.236111111,0.180555556,0.513888889,0.180555556,0.040277778,0.079861111,0.208333333,0.05,0
1,0.874660633,0.811764706,0.805429864,0.696832579,0.895927602,0.57918552,0.533936652,0.325791855,0.742081448,0.248868778,0.330316742,0.257918552,0.334841629,0.248868778,0.325791855,0.202262443,0.067873303,0.067873303,0.1,0
1,1,0.728125,0.78125,0.682291667,0.744791667,0.765625,0.53125,0.375,0.307291667,0.401041667,0.270833333,0.411458333,0.276041667,0.286458333,0.21875,0.064583333,0.067708333,0.020833333,0.01,0
1,0.657843137,0.890196078,0.720588235,0.691176471,0.573529412,0.740196078,0.460784314,0.294117647,0.37745098,0.303921569,0.318627451,0.093137255,0.245098039,0.348039216,0.431372549,0,0.083333333,0.058823529,0.02,0
0.762068966,1,0.934482759,0.689655172,0.798850575,0.850574713,0.873563218,0.810344828,0.649425287,0.442528736,0.229885057,0.24137931,0.609195402,0.206896552,0.137931034,0.155172414,0.125287356,0.005747126,0.005747126,0.01,0
0.891803279,1,0.930054645,0.661202186,0.633879781,0.819672131,0.830601093,0.737704918,0.524590164,0.431693989,0.426229508,0.267759563,0.464480874,0.300546448,0.081967213,0.262295082,0.191803279,0.021857923,0.021857923,0.04,0
1,0.531441048,0.928384279,0.624454148,0.668122271,0.659388646,0.838427948,0.593886463,0.327510917,0.401746725,0.248908297,0.257641921,0.187772926,0.183406114,0.344978166,0.240174672,0,0.07860262,0.087336245,0.09,0
1,0.589655172,1,0.84137931,0.710344828,0.696551724,0.786206897,0.64137931,0.268965517,0.586206897,0.227586207,0.317241379,0.117241379,0.268965517,0.331034483,0.220689655,0,0,0.089655172,0.07,0
0.965217391,0.501086957,0.856521739,0.826086957,0.60326087,0.467391304,0.782608696,0.570652174,0.184782609,0.380434783,0.222826087,0.483695652,0.065217391,0.402173913,0.14673913,0.461956522,0,0.027173913,0.065217391,0.03,0
0.819811321,1,1,0.83490566,0.646226415,0.820754717,0.905660377,0.83490566,0.547169811,0.518867925,0.353773585,0.231132075,0.471698113,0.235849057,0.066037736,0.132075472,0.214150943,0,0.004716981,0.08,0
1,1,0.801015228,0.751269036,0.710659898,0.736040609,0.83248731,0.61928934,0.416243655,0.482233503,0.395939086,0.263959391,0.370558376,0.30964467,0.121827411,0.172588832,0.055329949,0.030456853,0.030456853,0.01,0
1,0.954545455,0.787878788,0.684848485,0.745454545,0.872727273,0.757575758,0.551515152,0.515151515,0.509090909,0.266666667,0.290909091,0.242424242,0.260606061,0.357575758,0.260606061,0.087878788,0.121212121,0.133333333,0.1,0
1,0.671069182,0.821383648,0.540880503,0.534591195,0.729559748,0.628930818,0.559748428,0.446540881,0.34591195,0.421383648,0.301886792,0.081761006,0.257861635,0.427672956,0.377358491,0.096226415,0.150943396,0.100628931,0.06,0
0.878991597,1,0.614285714,0.823529412,0.567226891,0.886554622,0.714285714,0.600840336,0.428571429,0.550420168,0.617647059,0.24789916,0.24789916,0.457983193,0.096638655,0.285714286,0.212605042,0,0.046218487,0.02,0
0.997402597,0.890909091,0.861038961,0.75974026,0.707792208,0.805194805,0.753246753,0.655844156,0.285714286,0.564935065,0.142857143,0.331168831,0.233766234,0.266233766,0.25974026,0.266233766,0,0.123376623,0.064935065,0.09,0
1,0.979389313,1,0.86259542,0.763358779,0.633587786,0.72519084,0.511450382,0.450381679,0.290076336,0.450381679,0.312977099,0.465648855,0.198473282,0.366412214,0.259541985,0,0.015267176,0.015267176,0.01,0
0.920231214,0.716184971,0.689017341,0.653179191,0.595375723,0.803468208,0.722543353,0.710982659,0.306358382,0.630057803,0.12716763,0.25433526,0.156069364,0.260115607,0.289017341,0.277456647,0.312716763,0.063583815,0.156069364,0.02,0
0.801098901,1,0.773626374,0.835164835,0.791208791,0.923076923,0.89010989,0.736263736,0.461538462,0.521978022,0.346153846,0.159340659,0.428571429,0.401098901,0.021978022,0.093406593,0.287912088,0,0.005494505,0.02,0
1,0.966666667,0.934722222,0.798611111,0.736111111,0.729166667,0.673611111,0.527777778,0.1875,0.361111111,0.423611111,0.381944444,0.333333333,0.263888889,0.152777778,0.229166667,0,0.104166667,0.006944444,0.1,0
1,0.654037267,0.859627329,0.670807453,0.838509317,0.98136646,0.813664596,0.596273292,0.378881988,0.689440994,0.173913043,0.273291925,0.130434783,0.267080745,0.298136646,0.111801242,0.103726708,0.00621118,0.223602484,0.06,0
1,0.6203125,1,0.640625,0.796875,0.5703125,0.8359375,0.484375,0.5,0.2265625,0.21875,0.2890625,0.375,0.15625,0.3984375,0.2421875,0,0.0078125,0.125,0.06,0
1,0.32484472,1,0.739130435,0.776397516,0.720496894,0.838509317,0.614906832,0.397515528,0.453416149,0.161490683,0.347826087,0.068322981,0.118012422,0.360248447,0.242236025,0.041614907,0.049689441,0.136645963,0.1,0
0.992057762,1,0.742960289,0.85198556,0.790613718,0.837545126,0.877256318,0.696750903,0.476534296,0.566787004,0.328519856,0.151624549,0.422382671,0.368231047,0.238267148,0.075812274,0.216245487,0.028880866,0.018050542,0.03,0
0.914893617,1,0.795744681,0.817021277,0.65106383,0.744680851,0.714893617,0.531914894,0.455319149,0.280851064,0.417021277,0.289361702,0.510638298,0.327659574,0.127659574,0.229787234,0.044680851,0.055319149,0.017021277,0.05,0
1,1,1,0.883333333,0.794444444,0.772222222,0.872222222,0.727777778,0.372222222,0.483333333,0.355555556,0.277777778,0.405555556,0.138888889,0.083333333,0.1,0.011111111,0.011111111,0,0.04,0
1,0.43368984,0.699465241,0.598930481,0.684491979,0.631016043,0.743315508,0.342245989,0.454545455,0.262032086,0.213903743,0.197860963,0.160427807,0.213903743,0.49197861,0.347593583,0.143850267,0.07486631,0.28342246,0.05,0
0.896688742,1,0.664900662,0.80794702,0.854304636,0.993377483,0.814569536,0.754966887,0.417218543,0.78807947,0.21192053,0.238410596,0.298013245,0.231788079,0.066225166,0.132450331,0.137086093,0,0.026490066,0.02,0
0.885915493,0.849295775,1,0.612676056,0.704225352,0.654929577,0.823943662,0.485915493,0.535211268,0.267605634,0.373239437,0.309859155,0.626760563,0.133802817,0.253521127,0.267605634,0.023943662,0,0.063380282,0.1,0
0.693103448,1,0.744827586,0.896551724,0.448275862,0.833333333,0.672413793,0.729885057,0.620689655,0.471264368,0.563218391,0.16091954,0.425287356,0.362068966,0.028735632,0.33908046,0.314942529,0.045977011,0,0.05,0
1,1,1,0.891891892,0.608108108,0.756756757,0.756756757,0.560810811,0.472972973,0.263513514,0.513513514,0.290540541,0.371621622,0.101351351,0.189189189,0.256756757,0.051351351,0.006756757,0.040540541,0.06,0
0.9703125,0.95625,0.9703125,0.671875,0.5390625,0.765625,0.7421875,0.625,0.375,0.3984375,0.359375,0.3125,0.3671875,0.3125,0.03125,0.28125,0.090625,0.0234375,0,0.03,0
1,0.966666667,0.897354497,0.931216931,0.582010582,0.740740741,0.682539683,0.613756614,0.439153439,0.470899471,0.44973545,0.285714286,0.317460317,0.211640212,0.116402116,0.26984127,0,0.031746032,0.021164021,0.03,0
1,0.620675105,1,0.746835443,0.784810127,0.801687764,0.898734177,0.594936709,0.388185654,0.430379747,0.341772152,0.257383966,0.105485232,0.101265823,0.383966245,0.046413502,0,0.012658228,0.164556962,0.04,0
0.791959799,1,0.696482412,0.904522613,0.628140704,0.91959799,0.713567839,0.708542714,0.628140704,0.487437186,0.427135678,0.180904523,0.487437186,0.271356784,0.035175879,0.261306533,0.318090452,0.025125628,0,0.03,0
1,0.813274336,1,0.699115044,0.619469027,0.575221239,0.752212389,0.442477876,0.407079646,0.185840708,0.504424779,0.345132743,0.380530973,0.159292035,0.283185841,0.185840708,0,0.061946903,0.026548673,0.08,0
0.952631579,0.990789474,0.728947368,0.789473684,0.743421053,0.861842105,0.75,0.598684211,0.493421053,0.513157895,0.355263158,0.296052632,0.309210526,0.328947368,0.230263158,0.210526316,0.094736842,0.013157895,0.085526316,0.08,0
1,0.6359375,1,0.6484375,0.7421875,0.6171875,0.796875,0.515625,0.546875,0.1953125,0.1953125,0.28125,0.3828125,0.1171875,0.4296875,0.2421875,0,0.0078125,0.1796875,0.04,0
1,0.794117647,0.876470588,0.488235294,0.717647059,0.729411765,0.747058824,0.364705882,0.447058824,0.323529412,0.282352941,0.270588235,0.282352941,0.258823529,0.235294118,0.305882353,0.052941176,0.070588235,0.111764706,0.08,0
1,0.866210046,0.774429224,0.753424658,0.698630137,0.881278539,0.684931507,0.557077626,0.342465753,0.479452055,0.305936073,0.401826484,0.287671233,0.292237443,0.132420091,0.333333333,0.051598174,0.01826484,0.059360731,0.04,0
0.907462687,0.688059701,0.892537313,0.604477612,0.708955224,0.71641791,0.791044776,0.425373134,0.410447761,0.231343284,0.343283582,0.395522388,0.231343284,0.149253731,0.313432836,0.276119403,0.020895522,0.126865672,0.082089552,0.03,0
0.983783784,0.613513514,0.918918919,0.610810811,0.643243243,0.632432432,0.627027027,0.562162162,0.394594595,0.448648649,0.362162162,0.367567568,0.291891892,0.351351351,0.189189189,0.427027027,0.127027027,0.010810811,0.027027027,0.07,0
0.872361809,1,0.72160804,0.804020101,0.713567839,0.879396985,0.778894472,0.693467337,0.43718593,0.512562814,0.366834171,0.251256281,0.35678392,0.376884422,0.115577889,0.155778894,0.031658291,0,0.015075377,0.05,0
0.955555556,1,0.776811594,0.719806763,0.676328502,0.77294686,0.768115942,0.584541063,0.362318841,0.47826087,0.323671498,0.280193237,0.342995169,0.328502415,0.15942029,0.251207729,0.014009662,0.057971014,0.009661836,0.04,0
0.920467836,1,0.704093567,0.748538012,0.602339181,0.871345029,0.713450292,0.666666667,0.497076023,0.549707602,0.391812865,0.18128655,0.298245614,0.30994152,0.280701754,0.187134503,0.179532164,0.064327485,0.029239766,0.1,0
0.727683616,0.751977401,0.744632768,0.548022599,0.598870056,0.683615819,0.638418079,0.395480226,0.418079096,0.288135593,0.378531073,0.276836158,0.372881356,0.338983051,0.231638418,0.406779661,0.135028249,0.028248588,0.118644068,0,0
1,0.561044177,0.934136546,0.658634538,0.654618474,0.674698795,0.795180723,0.570281124,0.337349398,0.361445783,0.265060241,0.269076305,0.164658635,0.220883534,0.240963855,0.297188755,0.085542169,0.032128514,0.108433735,0.01,0
0.676497696,0.977419355,0.713364055,0.617511521,0.562211982,0.898617512,0.709677419,0.68202765,0.493087558,0.562211982,0.373271889,0.368663594,0.299539171,0.419354839,0.096774194,0.331797235,0.243778802,0.050691244,0.032258065,0.1,0
1,0.38988764,0.98988764,0.584269663,0.657303371,0.539325843,0.808988764,0.415730337,0.5,0.247191011,0.179775281,0.247191011,0.095505618,0.207865169,0.47752809,0.325842697,0.149438202,0.04494382,0.112359551,0.05,0
0.812935323,1,0.743283582,0.865671642,0.76119403,0.965174129,0.771144279,0.746268657,0.472636816,0.542288557,0.39800995,0.213930348,0.47761194,0.383084577,0.109452736,0.2039801,0.356716418,0,0.044776119,0.01,0
0.967073171,1,0.936585366,0.731707317,0.774390244,0.884146341,0.804878049,0.713414634,0.475609756,0.5,0.390243902,0.323170732,0.414634146,0.329268293,0.134146341,0.140243902,0.041463415,0,0.091463415,0.06,0
1,0.961538462,1,0.746153846,0.769230769,0.653846154,0.838461538,0.484615385,0.369230769,0.384615385,0.323076923,0.338461538,0.253846154,0.130769231,0.284615385,0.223076923,0,0.076923077,0.053846154,0.01,0
0.919337017,0.83038674,0.825414365,0.613259669,0.685082873,0.756906077,0.685082873,0.480662983,0.408839779,0.392265193,0.325966851,0.248618785,0.270718232,0.20441989,0.116022099,0.359116022,0.097790055,0.077348066,0.033149171,0.08,0
0.9,1,0.83902439,0.493902439,0.414634146,0.5,0.567073171,0.481707317,0.384146341,0.18902439,0.573170732,0.268292683,0.347560976,0.201219512,0.25,0.487804878,0.004878049,0.201219512,0.006097561,0.01,0
0.987628866,1,0.65257732,0.865979381,0.742268041,0.855670103,0.62371134,0.525773196,0.365979381,0.551546392,0.422680412,0.268041237,0.515463918,0.427835052,0.159793814,0.237113402,0.143298969,0.030927835,0,0.05,0
1,0.687596899,1,0.782945736,0.666666667,0.782945736,0.837209302,0.620155039,0.511627907,0.426356589,0.310077519,0.224806202,0.147286822,0.054263566,0.348837209,0.139534884,0.048837209,0,0.093023256,0.08,0
0.871590909,1,0.507954545,0.965909091,0.681818182,0.9375,0.590909091,0.488636364,0.471590909,0.5,0.539772727,0.227272727,0.443181818,0.465909091,0.028409091,0.210227273,0.239772727,0.0625,0,0.05,0
0.923809524,0.926984127,0.844444444,0.706349206,0.611111111,0.682539683,0.833333333,0.365079365,0.468253968,0.293650794,0.380952381,0.238095238,0.325396825,0.261904762,0.333333333,0.301587302,0.088888889,0.031746032,0.087301587,0.04,0
0.730097087,1,0.778640777,0.927184466,0.67961165,0.898058252,0.72815534,0.796116505,0.461165049,0.601941748,0.45631068,0.194174757,0.495145631,0.446601942,0.04368932,0.165048544,0.360194175,0.004854369,0,0.04,0
1,1,0.916746411,0.732057416,0.703349282,0.741626794,0.775119617,0.574162679,0.349282297,0.406698565,0.363636364,0.248803828,0.339712919,0.157894737,0.215311005,0.224880383,0,0.090909091,0.09569378,0.04,0
1,1,0.935211268,0.901408451,0.647887324,0.73943662,0.711267606,0.5,0.394366197,0.23943662,0.683098592,0.323943662,0.514084507,0.323943662,0.147887324,0.161971831,0,0.056338028,0,0.05,0
1,1,0.602764977,0.658986175,0.640552995,0.705069124,0.6359447,0.400921659,0.262672811,0.382488479,0.359447005,0.373271889,0.239631336,0.299539171,0.294930876,0.377880184,0,0.142857143,0.078341014,0.09,0
1,1,0.863235294,0.889705882,0.742647059,0.808823529,0.757352941,0.713235294,0.176470588,0.610294118,0.433823529,0.477941176,0.125,0.426470588,0.095588235,0.147058824,0,0,0.014705882,0.02,0
1,0.631775701,0.778504673,0.682242991,0.621495327,0.523364486,0.822429907,0.425233645,0.369158879,0.285046729,0.313084112,0.299065421,0.154205607,0.182242991,0.5,0.280373832,0,0.11682243,0.158878505,0.04,0
1,0.717721519,0.881012658,0.715189873,0.632911392,0.879746835,0.85443038,0.797468354,0.392405063,0.544303797,0.265822785,0.297468354,0.126582278,0.284810127,0.373417722,0.158227848,0.162025316,0.012658228,0.107594937,0.05,0
0.84,0.871428571,1,0.742857143,0.531428571,0.811428571,0.817142857,0.737142857,0.531428571,0.485714286,0.405714286,0.262857143,0.428571429,0.217142857,0.074285714,0.205714286,0.185714286,0.005714286,0,0.04,0
0.980808081,1,0.773737374,0.818181818,0.747474747,0.924242424,0.747474747,0.772727273,0.404040404,0.661616162,0.287878788,0.227272727,0.338383838,0.323232323,0.166666667,0.171717172,0.18989899,0,0.005050505,0.1,0
1,0.735064935,1,0.636363636,0.785714286,0.506493506,0.701298701,0.383116883,0.441558442,0.201298701,0.37012987,0.344155844,0.227272727,0.097402597,0.590909091,0.285714286,0,0.045454545,0.168831169,0.09,0
0.929411765,1,0.819117647,0.838235294,0.654411765,0.808823529,0.705882353,0.507352941,0.360294118,0.419117647,0.375,0.279411765,0.301470588,0.308823529,0.051470588,0.235294118,0.045588235,0.029411765,0,0.04,0
1,0.932911392,0.93164557,0.765822785,0.879746835,0.772151899,0.613924051,0.506329114,0.411392405,0.398734177,0.316455696,0.341772152,0.443037975,0.265822785,0.196202532,0.234177215,0,0.025316456,0.069620253,0.07,0
1,0.623170732,0.948780488,0.432926829,0.640243902,0.676829268,0.725609756,0.457317073,0.609756098,0.408536585,0.31097561,0.292682927,0.176829268,0.268292683,0.506097561,0.396341463,0.26097561,0.042682927,0.176829268,0.05,0
1,0.766942149,0.81322314,0.673553719,0.657024793,0.851239669,0.710743802,0.673553719,0.400826446,0.566115702,0.256198347,0.318181818,0.169421488,0.376033058,0.380165289,0.301652893,0.104958678,0.074380165,0.181818182,0.01,0
1,0.723076923,0.98974359,0.711538462,0.673076923,0.762820513,0.878205128,0.570512821,0.371794872,0.391025641,0.397435897,0.256410256,0.25,0.237179487,0.192307692,0.198717949,0.001282051,0,0.070512821,0.07,0
0.869879518,1,0.689156627,0.843373494,0.590361446,0.777108434,0.614457831,0.506024096,0.409638554,0.487951807,0.5,0.307228916,0.427710843,0.463855422,0.078313253,0.102409639,0.013253012,0.06626506,0,0.04,0
1,0.880645161,1,0.60483871,0.75,0.60483871,0.75,0.5,0.540322581,0.266129032,0.290322581,0.209677419,0.548387097,0.088709677,0.427419355,0.201612903,0,0.080645161,0.120967742,0.08,0
0.936036036,1,0.769369369,0.734234234,0.59009009,0.86036036,0.689189189,0.585585586,0.328828829,0.536036036,0.387387387,0.256756757,0.211711712,0.27027027,0.274774775,0.256756757,0.123423423,0.022522523,0.099099099,0,0
0.976470588,1,0.7,0.617647059,0.576470588,0.776470588,0.623529412,0.605882353,0.441176471,0.488235294,0.458823529,0.2,0.147058824,0.270588235,0.305882353,0.235294118,0.117647059,0.152941176,0.076470588,0.08,0
0.968345324,0.515827338,0.925179856,0.503597122,0.690647482,0.446043165,0.661870504,0.381294964,0.35971223,0.215827338,0.302158273,0.431654676,0.244604317,0.237410072,0.395683453,0.467625899,0.110071942,0.09352518,0.100719424,0.08,0
1,0.968711656,0.909202454,0.72392638,0.742331288,0.619631902,0.705521472,0.619631902,0.233128834,0.466257669,0.312883436,0.441717791,0.239263804,0.251533742,0.122699387,0.355828221,0,0.055214724,0.006134969,0.1,0
1,0.939269406,0.884018265,0.730593607,0.757990868,0.648401826,0.652968037,0.465753425,0.278538813,0.378995434,0.410958904,0.401826484,0.283105023,0.283105023,0.127853881,0.351598174,0,0.03652968,0.02283105,0.03,0
1,0.786772487,0.601058201,0.703703704,0.571428571,0.650793651,0.650793651,0.349206349,0.301587302,0.44973545,0.412698413,0.137566138,0.068783069,0.216931217,0.328042328,0.476190476,0.123280423,0.111111111,0.111111111,0.02,0
1,0.527941176,0.973529412,0.830882353,0.691176471,0.764705882,0.808823529,0.477941176,0.455882353,0.433823529,0.323529412,0.198529412,0.051470588,0.154411765,0.169117647,0.301470588,0.104411765,0,0.066176471,0.06,0
1,0.826748971,0.856790123,0.641975309,0.790123457,0.823045267,0.806584362,0.658436214,0.46090535,0.456790123,0.222222222,0.267489712,0.333333333,0.263374486,0.308641975,0.135802469,0.020987654,0.074074074,0.057613169,0.07,0
0.952845528,0.759349593,0.977235772,0.662601626,0.638211382,0.784552846,0.845528455,0.715447154,0.495934959,0.491869919,0.341463415,0.24796748,0.365853659,0.260162602,0.117886179,0.211382114,0.151219512,0.004065041,0.044715447,0.1,0
0.749693252,0.962576687,0.712883436,0.601226994,0.484662577,0.90797546,0.687116564,0.662576687,0.472392638,0.533742331,0.417177914,0.319018405,0.331288344,0.417177914,0.055214724,0.263803681,0.203067485,0.030674847,0.030674847,0.09,0
0.933596838,1,0.601581028,0.826086957,0.735177866,0.920948617,0.636363636,0.604743083,0.403162055,0.505928854,0.458498024,0.221343874,0.466403162,0.446640316,0.150197628,0.221343874,0.265217391,0.035573123,0.015810277,0.1,0
0.952380952,0.957142857,0.714285714,0.719047619,0.619047619,0.861904762,0.680952381,0.685714286,0.223809524,0.69047619,0.314285714,0.376190476,0.228571429,0.438095238,0.166666667,0.266666667,0.166666667,0.061904762,0.019047619,0.01,0
1,0.512962963,1,0.583333333,0.787037037,0.564814815,0.731481481,0.388888889,0.37962963,0.25,0.351851852,0.416666667,0.194444444,0.194444444,0.537037037,0.314814815,0.005555556,0.027777778,0.194444444,0.02,0
0.897854077,1,0.691845494,0.733905579,0.716738197,0.802575107,0.69527897,0.56223176,0.39055794,0.424892704,0.403433476,0.330472103,0.399141631,0.296137339,0.141630901,0.296137339,0,0.055793991,0.004291845,0.1,0
0.968965517,1,0.65862069,0.649425287,0.74137931,0.827586207,0.74137931,0.488505747,0.367816092,0.362068966,0.41954023,0.298850575,0.293103448,0.201149425,0.201149425,0.183908046,0.027586207,0.091954023,0.011494253,0.07,0
1,0.836723164,0.902824859,0.858757062,0.830508475,0.779661017,0.762711864,0.655367232,0.203389831,0.564971751,0.406779661,0.502824859,0.220338983,0.361581921,0.271186441,0.169491525,0,0.016949153,0.056497175,0.01,0
0.979439252,0.828037383,0.857943925,0.621495327,0.579439252,0.887850467,0.752336449,0.598130841,0.457943925,0.401869159,0.369158879,0.271028037,0.369158879,0.23364486,0.247663551,0.247663551,0.08317757,0.060747664,0.121495327,0.03,0
1,1,0.768131868,0.648351648,0.648351648,0.802197802,0.796703297,0.543956044,0.532967033,0.368131868,0.434065934,0.203296703,0.373626374,0.241758242,0.357142857,0.225274725,0.150549451,0.032967033,0.071428571,0.02,0
